title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price
Mitsubishi Pajero Sport Exceed 4x4 Automatic 2011,Mitsubishi,Pajero Sport,Exceed 4x4,2011,Automatic,1," 273,000,000 "," 273,000,000 "," 273,000,000 "," 411,000,000 "
Nissan Serena Highway Star Autech Automatic 2010,Nissan,Serena,Highway Star Autech,2010,Automatic,1," 126,000,000 "," 126,000,000 "," 126,000,000 ",340000000
Nissan X-Trail ST Autech Automatic 2010,Nissan,X-Trail,ST Autech,2010,Automatic,1," 133,000,000 "," 133,000,000 "," 133,000,000 ",
Toyota Kijang Minibus GL Short (SGX) Manual 2000,Toyota,Kijang,Minibus GL Short (SGX),2000,Manual,1," 79,000,000 "," 79,000,000 "," 79,000,000 ",
Nissan Evalia SV Manual 2012,Nissan,Evalia,SV,2012,Manual,1," 105,000,000 "," 105,000,000 "," 105,000,000 "," 162,000,000 "
Toyota Kijang Innova E Manual 2006,Toyota,Kijang Innova,E,2006,Manual,1," 107,000,000 "," 107,000,000 "," 107,000,000 ",176400000
Nissan Serena Comfort Touring Automatic 2007,Nissan,Serena,Comfort Touring,2007,Automatic,1," 155,000,000 "," 155,000,000 "," 155,000,000 ",280000000
Nissan Juke RX Automatic 2014,Nissan,Juke,RX,2014,Automatic,1," 139,000,000 "," 139,000,000 "," 139,000,000 "," 269,900,000 "
Datsun GO+ T-Option Manual 2017,Datsun,GO+,T-Option,2017,Manual,1," 82,000,000 "," 82,000,000 "," 82,000,000 ",116850000
Nissan March Autech Automatic 2011,Nissan,March,Autech,2011,Automatic,1," 89,000,000 "," 89,000,000 "," 89,000,000 ",
Nissan X-Trail STT Automatic 2008,Nissan,X-Trail,STT,2008,Automatic,1," 96,000,000 "," 96,000,000 "," 96,000,000 ",
Mercedes-Benz E350 AMG Automatic 2022,Mercedes-Benz,E350,AMG,2022,Automatic,1," 1,100,000,000 "," 1,100,000,000 "," 1,100,000,000 ",2250000000
Jeep Wrangler Rubicon Unlimited Automatic 2011,Jeep,Wrangler,Rubicon Unlimited,2011,Automatic,1," 750,000,000 "," 750,000,000 "," 750,000,000 "," 875,000,000 "
Land Rover Range Rover Sport V8 Supercharged Automatic 2010,Land Rover,Range Rover Sport,V8 Supercharged,2010,Automatic,1," 550,000,000 "," 550,000,000 "," 550,000,000 ",
Mercedes-Benz E200 CGI Automatic 2013,Mercedes-Benz,E200,CGI,2013,Automatic,1," 189,000,000 "," 189,000,000 "," 189,000,000 "," 799,000,000 "
Land Rover Range Rover Velar P400e Dynamic S PHEV Automatic 2024,Land Rover,Range Rover Velar,P400e Dynamic S PHEV,2024,Automatic,1," 1,895,000,000 "," 1,895,000,000 "," 1,895,000,000 ",
Toyota 86 TRD Automatic 2015,Toyota,86,TRD,2015,Automatic,1," 455,000,000 "," 455,000,000 "," 455,000,000 "," 689,600,000 "
Mercedes-Benz E250 Avantgarde CKD Automatic 2019,Mercedes-Benz,E250,Avantgarde CKD,2019,Automatic,1," 455,000,000 "," 455,000,000 "," 455,000,000 ",1159000000
Porsche 911 Carrera GTS Automatic 2023,Porsche,911,Carrera GTS,2023,Automatic,1," 5,149,000,000 "," 5,149,000,000 "," 5,149,000,000 ",
Lexus RX 350 F Sport Automatic 2017,Lexus,RX 350,F Sport,2017,Automatic,1," 625,000,000 "," 625,000,000 "," 625,000,000 ",
Toyota Kijang Innova Zenix V HV Modellista (Non Premium Color) Automatic 2022,Toyota,Kijang Innova Zenix,V HV Modellista (Non Premium Color),2022,Automatic,1," 445,000,000 "," 445,000,000 "," 445,000,000 ",522150000
Suzuki Jimny 3 Door (1 Tone) Manual 2022,Suzuki,Jimny,3 Door (1 Tone),2022,Manual,1," 379,000,000 "," 379,000,000 "," 379,000,000 ",425600000
Toyota Kijang Innova V TRD Sportivo Automatic 2020,Toyota,Kijang Innova,V TRD Sportivo,2020,Automatic,1," 374,000,000 "," 374,000,000 "," 374,000,000 ",431900000
Lamborghini Huracan sto Automatic 2022,Lamborghini,Huracan,sto,2022,Automatic,1," 13,999,000,000 "," 13,999,000,000 "," 13,999,000,000 ",
Porsche 911 Carrera GTS Automatic 2024,Porsche,911,Carrera GTS,2024,Automatic,1," 5,149,000,000 "," 5,149,000,000 "," 5,149,000,000 ",
Jaguar F-Pace R-Sport Automatic 2017,Jaguar,F-Pace,R-Sport,2017,Automatic,1," 748,000,000 "," 748,000,000 "," 748,000,000 ",
Ferrari 599 GTB Alonso Edition Automatic 2012,Ferrari,599,GTB Alonso Edition,2012,Automatic,1," 14,000,000,000 "," 14,000,000,000 "," 14,000,000,000 ",
Honda Odyssey (Gray Interior) Automatic 2004,Honda,Odyssey,(Gray Interior),2004,Automatic,1," 108,000,000 "," 108,000,000 "," 108,000,000 ",
Daihatsu Ayla M Automatic 2018,Daihatsu,Ayla,M,2018,Automatic,1," 99,000,000 "," 99,000,000 "," 99,000,000 ",114800000
Mercedes-Benz V260 XLWB Automatic 2018,Mercedes-Benz,V260,XLWB,2018,Automatic,1," 550,000,000 "," 550,000,000 "," 550,000,000 ",1419000000
Daihatsu Xenia X+ Manual 2015,Daihatsu,Xenia,X+,2015,Manual,1," 100,000,000 "," 100,000,000 "," 100,000,000 "," 166,050,000 "
Daihatsu Rocky X ADS SC Automatic 2024,Daihatsu,Rocky,X ADS SC,2024,Automatic,1," 185,000,000 "," 185,000,000 "," 185,000,000 ",
Daihatsu Ayla R Automatic 2020,Daihatsu,Ayla,R,2020,Automatic,1," 115,000,000 "," 115,000,000 "," 115,000,000 ",144550000
MINI Clubman Cooper S Automatic 2017,MINI,Clubman,Cooper S,2017,Automatic,1," 625,000,000 "," 625,000,000 "," 625,000,000 ",829000000
Mitsubishi Triton HDX Double Cab 4X4 Manual 2017,Mitsubishi,Triton,HDX Double Cab 4X4,2017,Manual,1," 190,000,000 "," 190,000,000 "," 190,000,000 ",375000000
Wuling Confero S L Manual 2019,Wuling,Confero,S L,2019,Manual,1," 85,000,000 "," 85,000,000 "," 85,000,000 ",162800000
Subaru Impreza WRX Manual 2011,Subaru,Impreza,WRX,2011,Manual,1," 550,000,000 "," 550,000,000 "," 550,000,000 ",
BMW M6 Gran Coup̩ Automatic 2013,BMW,M6,Gran Coup̩,2013,Automatic,1," 1,800,000,000 "," 1,800,000,000 "," 1,800,000,000 ",
Land Rover Range Rover Velar P380 R-Dynamic SE Automatic 2017,Land Rover,Range Rover Velar,P380 R-Dynamic SE,2017,Automatic,1," 1,250,000,000 "," 1,250,000,000 "," 1,250,000,000 ",
Toyota Yaris TRD Sportivo Heykers Automatic 2016,Toyota,Yaris,TRD Sportivo Heykers,2016,Automatic,1," 155,000,000 "," 155,000,000 "," 155,000,000 "," 277,300,000 "
Hino Dutro 130 HD Manual 2017,Hino,Dutro,130 HD,2017,Manual,1," 185,000,000 "," 185,000,000 "," 185,000,000 ",
Mazda CX-5 Urban Automatic 2015,Mazda,CX-5,Urban,2015,Automatic,1," 185,000,000 "," 185,000,000 "," 185,000,000 "," 451,700,000 "
BMW X5 xDrive35i M Sport Automatic 2016,BMW,X5,xDrive35i M Sport,2016,Automatic,1," 365,000,000 "," 365,000,000 "," 365,000,000 "," 1,549,000,000 "
Wuling Cortez CT C Automatic 2019,Wuling,Cortez,CT C,2019,Automatic,1," 130,000,000 "," 130,000,000 "," 130,000,000 ",232800000
Hino Dutro 136 MDL Manual 2023,Hino,Dutro,136 MDL,2023,Manual,1," 395,000,000 "," 395,000,000 "," 395,000,000 ",
Daihatsu Gran Max PU Box Sliding AC PS Manual 2019,Daihatsu,Gran Max,PU Box Sliding AC PS,2019,Manual,1," 105,000,000 "," 105,000,000 "," 105,000,000 ",174750000
Mitsubishi Colt Diesel FE74 L Manual 2018,Mitsubishi,Colt Diesel,FE74 L,2018,Manual,1," 385,000,000 "," 385,000,000 "," 385,000,000 ",
Mitsubishi Colt L300 Pick Up Standard Manual 2013,Mitsubishi,Colt L300,Pick Up Standard,2013,Manual,1," 130,000,000 "," 130,000,000 "," 130,000,000 "," 158,000,000 "
Isuzu Elf NLR Manual 2022,Isuzu,Elf,NLR,2022,Manual,1," 315,000,000 "," 315,000,000 "," 315,000,000 ",
Mitsubishi Colt Diesel FE71 L Manual 2017,Mitsubishi,Colt Diesel,FE71 L,2017,Manual,1," 270,000,000 "," 270,000,000 "," 270,000,000 ",342500000
Mitsubishi Colt L300 Pick Up Flat Deck Manual 2018,Mitsubishi,Colt L300,Pick Up Flat Deck,2018,Manual,1," 140,000,000 "," 140,000,000 "," 140,000,000 ",184500000
Isuzu Elf NHR 55 CC Manual 2015,Isuzu,Elf,NHR 55 CC,2015,Manual,1," 205,000,000 "," 205,000,000 "," 205,000,000 ",
Daihatsu Gran Max PU Box STD Manual 2018,Daihatsu,Gran Max,PU Box STD,2018,Manual,1," 85,000,000 "," 85,000,000 "," 85,000,000 ",156050000
Mitsubishi Colt L300 Pick Up Flat Deck Manual 2021,Mitsubishi,Colt L300,Pick Up Flat Deck,2021,Manual,1," 165,000,000 "," 165,000,000 "," 165,000,000 ",198500000
Daihatsu Gran Max PU Box STD AC PS Manual 2019,Daihatsu,Gran Max,PU Box STD AC PS,2019,Manual,1," 95,000,000 "," 95,000,000 "," 95,000,000 ",167750000
Mitsubishi Fuso Canter FE71 L Manual 2024,Mitsubishi,Fuso Canter,FE71 L,2024,Manual,1," 375,000,000 "," 375,000,000 "," 375,000,000 ",428500000
Hino Dutro 130 HD Manual 2022,Hino,Dutro,130 HD,2022,Manual,1," 375,000,000 "," 375,000,000 "," 375,000,000 ",
Mitsubishi Colt T120SS Pick Up Standard Manual 2013,Mitsubishi,Colt T120SS,Pick Up Standard,2013,Manual,1," 55,000,000 "," 55,000,000 "," 55,000,000 "," 96,000,000 "
Mitsubishi Fuso Canter FE74 L Manual 2024,Mitsubishi,Fuso Canter,FE74 L,2024,Manual,1," 420,000,000 "," 420,000,000 "," 420,000,000 ",484500000
Isuzu Elf NLR 71 T Manual 2019,Isuzu,Elf,NLR 71 T,2019,Manual,1," 315,000,000 "," 315,000,000 "," 315,000,000 ",359700000
Isuzu Elf NLR 55 Tx Manual 2018,Isuzu,Elf,NLR 55 Tx,2018,Manual,1," 205,000,000 "," 205,000,000 "," 205,000,000 ",283000000
Hino Dutro 110 SDL Manual 2015,Hino,Dutro,110 SDL,2015,Manual,1," 195,000,000 "," 195,000,000 "," 195,000,000 ",
Isuzu Elf NMR 71 HD 5.8 Manual 2020,Isuzu,Elf,NMR 71 HD 5.8,2020,Manual,1," 375,000,000 "," 375,000,000 "," 375,000,000 ",399500000
Isuzu Traga Box Aluminium Manual 2021,Isuzu,Traga,Box Aluminium,2021,Manual,1," 190,000,000 "," 190,000,000 "," 190,000,000 ",251300000
Isuzu Elf NMR 71 HD 6.1 Manual 2018,Isuzu,Elf,NMR 71 HD 6.1,2018,Manual,1," 325,000,000 "," 325,000,000 "," 325,000,000 ",372500000
Hino Dutro 110 SDL Manual 2014,Hino,Dutro,110 SDL,2014,Manual,1," 180,000,000 "," 180,000,000 "," 180,000,000 ",
Land Rover Freelander V6 Automatic 2005,Land Rover,Freelander,V6,2005,Automatic,1," 165,000,000 "," 165,000,000 "," 165,000,000 ",
Land Rover Range Rover Autobiography LWB Vogue Automatic 2016,Land Rover,Range Rover,Autobiography LWB Vogue,2016,Automatic,1," 1,800,000,000 "," 1,800,000,000 "," 1,800,000,000 ",
MINI Countryman Cooper S Automatic 2010,MINI,Countryman,Cooper S,2010,Automatic,1," 295,000,000 "," 295,000,000 "," 295,000,000 ",
MINI Clubman John Cooper Works Automatic 2024,MINI,Clubman,John Cooper Works,2024,Automatic,1," 1,200,000,000 "," 1,200,000,000 "," 1,200,000,000 ",1405000000
Mercedes-Benz SPRINTER 315 CDI A2 Manual 2013,Mercedes-Benz,SPRINTER,315 CDI A2,2013,Manual,1," 550,000,000 "," 550,000,000 "," 550,000,000 ",
Mercedes-Benz ML350 BlueEFFICIENCY 4MATIC Automatic 2011,Mercedes-Benz,ML350,BlueEFFICIENCY 4MATIC,2011,Automatic,1," 235,000,000 "," 235,000,000 "," 235,000,000 ",
BMW 520d Modern Automatic 2014,BMW,520d,Modern,2014,Automatic,1," 298,000,000 "," 298,000,000 "," 298,000,000 "," 878,000,000 "
BMW 740Li Pure Excellence Automatic 2015,BMW,740Li,Pure Excellence,2015,Automatic,1," 495,000,000 "," 495,000,000 "," 495,000,000 ",
Mercedes-Benz GL500 4MATIC Automatic 2008,Mercedes-Benz,GL500,4MATIC,2008,Automatic,1," 285,000,000 "," 285,000,000 "," 285,000,000 ",
BMW 730Li Comfort Automatic 2012,BMW,730Li,Comfort,2012,Automatic,1," 385,000,000 "," 385,000,000 "," 385,000,000 ",
Fiat 500e La Prima Automatic 2022,Fiat,500e,La Prima,2022,Automatic,1," 690,000,000 "," 690,000,000 "," 690,000,000 ",
Land Rover Defender 110 P400 X Automatic 2023,Land Rover,Defender,110 P400 X,2023,Automatic,1," 3,075,000,000 "," 3,075,000,000 "," 3,075,000,000 ",3735000000
Daihatsu Luxio X Manual 2011,Daihatsu,Luxio,X,2011,Manual,1," 120,000,000 "," 120,000,000 "," 120,000,000 "," 154,500,000 "
Jeep Grand Cherokee V8 Automatic 2000,Jeep,Grand Cherokee,V8,2000,Automatic,1," 165,000,000 "," 165,000,000 "," 165,000,000 ",
Toyota Kijang Innova Zenix Q HV TSS ( Premium Color) Automatic 2025,Toyota,Kijang Innova Zenix,Q HV TSS ( Premium Color),2025,Automatic,1," 520,000,000 "," 520,000,000 "," 520,000,000 ",633600000
Geely LC Panda GS Manual 2010,Geely,LC,Panda GS,2010,Manual,1," 62,000,000 "," 62,000,000 "," 62,000,000 ",
Isuzu Elf NHR 55 CO Microbus Manual 2015,Isuzu,Elf,NHR 55 CO Microbus,2015,Manual,1," 310,000,000 "," 310,000,000 "," 310,000,000 ",
Toyota Hiace Commuter Manual 2014,Toyota,Hiace,Commuter,2014,Manual,1," 410,000,000 "," 410,000,000 "," 410,000,000 ",
Isuzu Panther LV Manual 2002,Isuzu,Panther,LV,2002,Manual,1," 89,000,000 "," 89,000,000 "," 89,000,000 ",
Porsche 911 Carrera S Automatic 2022,Porsche,911,Carrera S,2022,Automatic,1," 5,000,000,000 "," 5,000,000,000 "," 5,000,000,000 ",
Suzuki Swift GX Manual 2016,Suzuki,Swift,GX,2016,Manual,1," 145,000,000 "," 145,000,000 "," 145,000,000 "," 205,000,000 "
BMW M4 Competition M xDrive Automatic 2023,BMW,M4,Competition M xDrive,2023,Automatic,1," 2,150,000,000 "," 2,150,000,000 "," 2,150,000,000 ",2658000000
BMW i4 eDrive40 M Sport Automatic 2024,BMW,i4,eDrive40 M Sport,2024,Automatic,1," 1,599,000,000 "," 1,599,000,000 "," 1,599,000,000 ",2108000000
Land Rover Defender 90 Manual 2013,Land Rover,Defender,90,2013,Manual,1," 2,300,000,000 "," 2,300,000,000 "," 2,300,000,000 ",
Jeep Wrangler Sport X Automatic 2015,Jeep,Wrangler,Sport X,2015,Automatic,1," 835,000,000 "," 835,000,000 "," 835,000,000 ",
Mazda CX-5 Anniversary Edition Automatic 2018,Mazda,CX-5,Anniversary Edition,2018,Automatic,1," 325,000,000 "," 325,000,000 "," 325,000,000 ",
BMW X3 xDrive35i Automatic 2012,BMW,X3,xDrive35i,2012,Automatic,1," 279,000,000 "," 279,000,000 "," 279,000,000 ",
MINI Countryman Cooper S Sport Automatic 2024,MINI,Countryman,Cooper S Sport,2024,Automatic,1," 735,000,000 "," 735,000,000 "," 735,000,000 ",1100000000
Bentley Bentayga Hybrid Automatic 2023,Bentley,Bentayga,Hybrid,2023,Automatic,1," 5,900,000,000 "," 5,900,000,000 "," 5,900,000,000 ",
Mercedes-Benz C200 Avantgarde Automatic 2018,Mercedes-Benz,C200,Avantgarde,2018,Automatic,1," 475,000,000 "," 475,000,000 "," 475,000,000 ",849000000
Audi A5 FSI V6 Quattro Automatic 2011,Audi,A5,FSI V6 Quattro,2011,Automatic,1," 440,000,000 "," 440,000,000 "," 440,000,000 ",
Porsche Cayenne Turbo Automatic 2012,Porsche,Cayenne,Turbo,2012,Automatic,1," 1,175,000,000 "," 1,175,000,000 "," 1,175,000,000 ",
Land Rover Defender 90 P300 Explorer Package Automatic 2021,Land Rover,Defender,90 P300 Explorer Package,2021,Automatic,1," 2,285,000,000 "," 2,285,000,000 "," 2,285,000,000 ",
Porsche 911 996 Carrera Automatic 1998,Porsche,911,996 Carrera,1998,Automatic,1," 1,888,000,000 "," 1,888,000,000 "," 1,888,000,000 ",
Wuling Cortez CT C Lux+ Automatic 2022,Wuling,Cortez,CT C Lux+,2022,Automatic,1," 185,000,000 "," 185,000,000 "," 185,000,000 ",289650000
Porsche Panamera S Automatic 2011,Porsche,Panamera,S,2011,Automatic,1," 565,000,000 "," 565,000,000 "," 565,000,000 ",
Mercedes-Benz GLC200 AMG Automatic 2017,Mercedes-Benz,GLC200,AMG,2017,Automatic,1," 445,000,000 "," 445,000,000 "," 445,000,000 ",
BMW M850i xDrive Coup̩ M Carbon Automatic 2019,BMW,M850i,xDrive Coup̩ M Carbon,2019,Automatic,1," 3,300,000,000 "," 3,300,000,000 "," 3,300,000,000 ",
MINI Cooper S 3 Door Automatic 2014,MINI,Cooper,S 3 Door,2014,Automatic,1," 480,000,000 "," 480,000,000 "," 480,000,000 "," 689,000,000 "
Mercedes-Benz B200 Sport Automatic 2012,Mercedes-Benz,B200,Sport,2012,Automatic,1," 200,000,000 "," 200,000,000 "," 200,000,000 "," 539,000,000 "
Chevrolet Captiva AWD Automatic 2011,Chevrolet,Captiva,AWD,2011,Automatic,1," 165,000,000 "," 165,000,000 "," 165,000,000 "," 366,500,000 "
Toyota Fortuner G 4X4 (Diesel) Automatic 2016,Toyota,Fortuner,G 4X4 (Diesel),2016,Automatic,1," 370,000,000 "," 370,000,000 "," 370,000,000 "," 557,000,000 "
Chevrolet Trailblazer LS 4X2 Manual 2012,Chevrolet,Trailblazer,LS 4X2,2012,Manual,1," 198,000,000 "," 198,000,000 "," 198,000,000 ",
MINI Paceman Cooper S Automatic 2014,MINI,Paceman,Cooper S,2014,Automatic,1," 560,000,000 "," 560,000,000 "," 560,000,000 "," 749,000,000 "
Land Rover Range Rover Sport V8 Supercharged Automatic 2007,Land Rover,Range Rover Sport,V8 Supercharged,2007,Automatic,1," 397,000,000 "," 397,000,000 "," 397,000,000 ",
Mercedes-Benz C180 Classic Automatic 2005,Mercedes-Benz,C180,Classic,2005,Automatic,1," 100,000,000 "," 100,000,000 "," 100,000,000 ",
Nissan Serena Highway Star Automatic 2007,Nissan,Serena,Highway Star,2007,Automatic,1," 90,000,000 "," 90,000,000 "," 90,000,000 ",290000000
Daihatsu Gran Max PU STD Manual 2018,Daihatsu,Gran Max,PU STD,2018,Manual,1," 92,500,000 "," 92,500,000 "," 92,500,000 ",128550000
Toyota Hiace Commuter Manual 2020,Toyota,Hiace,Commuter,2020,Manual,1," 505,000,000 "," 505,000,000 "," 505,000,000 ",505200000
BMW M135i xDrive Automatic 2022,BMW,M135i,xDrive,2022,Automatic,1," 1,100,000,000 "," 1,100,000,000 "," 1,100,000,000 ",
BMW X4 xDrive30i M Sport Automatic 2023,BMW,X4,xDrive30i M Sport,2023,Automatic,1," 1,450,000,000 "," 1,450,000,000 "," 1,450,000,000 ",1718000000
Isuzu Panther Smart Manual 2014,Isuzu,Panther,Smart,2014,Manual,1," 145,000,000 "," 145,000,000 "," 145,000,000 "," 261,200,000 "
BMW 840i M Technic Automatic 2023,BMW,840i,M Technic,2023,Automatic,1," 2,325,000,000 "," 2,325,000,000 "," 2,325,000,000 ",3038000000
BMW 630i Gran Turismo M Sport Automatic 2020,BMW,630i,Gran Turismo M Sport,2020,Automatic,1," 1,100,000,000 "," 1,100,000,000 "," 1,100,000,000 ",
Toyota Yaris E Manual 2009,Toyota,Yaris,E,2009,Manual,1," 109,000,000 "," 109,000,000 "," 109,000,000 ",192300000
Mitsubishi Pajero Sport GLX 4x4 Manual 2012,Mitsubishi,Pajero Sport,GLX 4x4,2012,Manual,1," 240,000,000 "," 240,000,000 "," 240,000,000 "," 396,000,000 "
Mitsubishi Pajero Sport Dakar 4x4 Automatic 2011,Mitsubishi,Pajero Sport,Dakar 4x4,2011,Automatic,1," 259,000,000 "," 259,000,000 "," 259,000,000 "," 461,000,000 "
Suzuki Swift GL Manual 2013,Suzuki,Swift,GL,2013,Manual,1," 110,000,000 "," 110,000,000 "," 110,000,000 "," 163,500,000 "
Toyota Yaris E Manual 2007,Toyota,Yaris,E,2007,Manual,1," 88,000,000 "," 88,000,000 "," 88,000,000 ",180200000
Nissan Serena Highway Star Automatic 2010,Nissan,Serena,Highway Star,2010,Automatic,1," 112,000,000 "," 112,000,000 "," 112,000,000 ",325000000
Honda Jazz RS Manual 2012,Honda,Jazz,RS,2012,Manual,1," 155,000,000 "," 155,000,000 "," 155,000,000 "," 215,500,000 "
Toyota Fortuner G 4X2 Manual 2018,Toyota,Fortuner,G 4X2,2018,Manual,1," 380,000,000 "," 380,000,000 "," 380,000,000 ",468900000
Nissan Livina X-Gear Manual 2011,Nissan,Livina,X-Gear,2011,Manual,1," 89,000,000 "," 89,000,000 "," 89,000,000 "," 189,000,000 "
Toyota Kijang Innova V Luxury Manual 2014,Toyota,Kijang Innova,V Luxury,2014,Manual,1," 193,000,000 "," 193,000,000 "," 193,000,000 "," 306,850,000 "
Nissan Serena Highway Star Autech Automatic 2018,Nissan,Serena,Highway Star Autech,2018,Automatic,1," 175,000,000 "," 175,000,000 "," 175,000,000 ",465000000
Land Rover Range Rover Evoque Pure Si4 Automatic 2014,Land Rover,Range Rover Evoque,Pure Si4,2014,Automatic,1," 477,000,000 "," 477,000,000 "," 477,000,000 "," 1,050,000,000 "
Mercedes-Benz C200 EQ Boost Avantgarde Line Automatic 2018,Mercedes-Benz,C200,EQ Boost Avantgarde Line,2018,Automatic,1," 524,000,000 "," 524,000,000 "," 524,000,000 ",889000000
Jaguar XF Premium Luxury V6 Automatic 2013,Jaguar,XF,Premium Luxury V6,2013,Automatic,1," 364,000,000 "," 364,000,000 "," 364,000,000 ",
Mercedes-Benz S300L Solitaire Automatic 2010,Mercedes-Benz,S300L,Solitaire,2010,Automatic,1," 279,000,000 "," 279,000,000 "," 279,000,000 ",
MINI Countryman Cooper Automatic 2011,MINI,Countryman,Cooper,2011,Automatic,1," 330,000,000 "," 330,000,000 "," 330,000,000 ",
Nissan Grand Livina X-Gear Manual 2017,Nissan,Grand Livina,X-Gear,2017,Manual,1," 121,000,000 "," 121,000,000 "," 121,000,000 ",233300000
Mercedes-Benz G300 Station Long Automatic 1994,Mercedes-Benz,G300,Station Long,1994,Automatic,1," 1,350,000,000 "," 1,350,000,000 "," 1,350,000,000 ",
Nissan Livina X-Gear Manual 2015,Nissan,Livina,X-Gear,2015,Manual,1," 113,000,000 "," 113,000,000 "," 113,000,000 "," 220,550,000 "
Datsun GO+ T-Option Manual 2018,Datsun,GO+,T-Option,2018,Manual,1," 89,000,000 "," 89,000,000 "," 89,000,000 ",118000000
Mercedes-Benz C180 Avantgarde line Automatic 2021,Mercedes-Benz,C180,Avantgarde line,2021,Automatic,1," 509,000,000 "," 509,000,000 "," 509,000,000 ",810000000
Jeep Wrangler Rubicon Unlimited Automatic 2019,Jeep,Wrangler,Rubicon Unlimited,2019,Automatic,1," 1,574,000,000 "," 1,574,000,000 "," 1,574,000,000 ",1639000000
Toyota Alphard Q Automatic 2016,Toyota,Alphard,Q,2016,Automatic,1," 698,000,000 "," 698,000,000 "," 698,000,000 "," 1,637,200,000 "
Nissan Elgrand Highway Star Leather Automatic 2016,Nissan,Elgrand,Highway Star Leather,2016,Automatic,1," 374,000,000 "," 374,000,000 "," 374,000,000 "," 967,600,000 "
Subaru XV S-EyeSight Automatic 2022,Subaru,XV,S-EyeSight,2022,Automatic,1," 394,000,000 "," 394,000,000 "," 394,000,000 ",
MINI Cabrio Sidewalk Edition Automatic 2020,MINI,Cabrio,Sidewalk Edition,2020,Automatic,1," 760,000,000 "," 760,000,000 "," 760,000,000 ",
Toyota Raize T G (2 Tone) Automatic 2022,Toyota,Raize,T G (2 Tone),2022,Automatic,1," 197,000,000 "," 197,000,000 "," 197,000,000 ",268000000
MINI Cooper S 3 Door Automatic 2019,MINI,Cooper,S 3 Door,2019,Automatic,1," 580,000,000 "," 580,000,000 "," 580,000,000 ",835000000
Toyota Hiace Commuter Manual 2021,Toyota,Hiace,Commuter,2021,Manual,1," 515,000,000 "," 515,000,000 "," 515,000,000 ",525100000
Mitsubishi Pajero Sport GLX Manual 2019,Mitsubishi,Pajero Sport,GLX,2019,Manual,1," 340,000,000 "," 340,000,000 "," 340,000,000 ",540500000
Suzuki Ignis GL Manual 2019,Suzuki,Ignis,GL,2019,Manual,1," 107,000,000 "," 107,000,000 "," 107,000,000 ",159000000
Mitsubishi Colt T120SS Pick Up Standard Manual 2019,Mitsubishi,Colt T120SS,Pick Up Standard,2019,Manual,1," 93,000,000 "," 93,000,000 "," 93,000,000 ",127000000
Jaguar X-Type V6 SE Automatic 2007,Jaguar,X-Type,V6 SE,2007,Automatic,1," 188,000,000 "," 188,000,000 "," 188,000,000 ",
Jeep Cherokee 5 Door Automatic 1996,Jeep,Cherokee,5 Door,1996,Automatic,1," 228,000,000 "," 228,000,000 "," 228,000,000 ",
Honda Brio RS Urbanite Manual 2021,Honda,Brio,RS Urbanite,2021,Manual,1," 160,000,000 "," 160,000,000 "," 160,000,000 ",198900000
Suzuki Ignis GX Manual 2021,Suzuki,Ignis,GX,2021,Manual,1," 149,000,000 "," 149,000,000 "," 149,000,000 ",200000000
